label,text
0,interessantes timing für neue werbeaktion der  bezweifele dass bahnfahren aktuell so entspannt ist http//tco/hargjkdahp
1,deutsche bahn und gdl beenden lokführerstreik die deutsche bahn soll wieder fahre
0,re extra 3 das ist echt mutig weiter so  und wenn die dann alle fertig sind mit ihrem streik dürfen dann endlich die fahrgäste der deutschen bahn auch streiken  oder sind die nicht in einer gewerkschaft  oder müssen wir erst eine gründen 
1,surfen auf schienen stuttgart testet kostenloses wlan in sbahn in zwei schienenfahrzeugen der sbahnlinien s4 s5 und s6 in stuttgart können die reisenden seit gestern eine kostenlose wlanverbindung nutzen für den testbetrieb sind die fahrzeuge mit verschiedenen systemen zur übertragung der sbahn ausgerüste
0,ihr anstandslosen penner man steht auf wenn eine ältere wackelige dame in der bahn steht faules und respektloses pack
0,ntvde sicherheitsrisiken im notrufsystem bei der bahn gibt es 250 funklöcher bei der bahn gibt es 250 funklöcher bei der deutschen bahn ist das zugfunknetz auf vielen abschnitten eingeschränkt grund könnte die frequenzüberlagerung durch örtliche öffentliche mobilfunksender sein dieser umstand bedeutet risiken für die reisenden anmdred nicht nur die reisenden sind diesem risiko ausgesetzt  auch das personal kann unter umständen erst viel zu spät oder gar nicht erreicht werden foto © reuters bei der deutschen bahn ist das zugfunknetz auf vielen abschnitten eingeschränkt grund könnte die frequenzüberlagerung durch örtliche öffentliche mobilfunksender sein dieser umstand bedeutet risiken für die reisenden
0,deutsche bahn heute frei nach dem motto zwei schritte vor einer zurück oder so ähnlich gespannt ob ich heute oder morgen ankomme
0,deutsche bahn ice wegen brand evakuiert wegen eines kleineren feuers mit starker
0,mvg störung auf der sbahnstammstrecke münchen  https//tco/f0bdbufyui
0,bahn ansage dieser zug hat keine 1klasse wagen sie sind in kiel bei einem unfall beschädigt worden hvv hamburg rb8
0,explosion im chemiepark  fünf schwerverletzte                                                        sbahnlinie 21 sbahnstrecke zum hauptbahnhof wird teurer und kommt später  insekten warum es 2015 so viele wespen gibt  netzpolitikaffäre staatsanwaltschaft prüft
0,re rtl aktuell cool dann werden ja bald die fahrkarten wieder teuerer so das man sich noch nicht mal mehr bahnbus fahren leisten kann
0,zug ohne wlan büroipad bestreikt word arbeit nur dank analoger zusatzausrüstung bahn ic2220 grrrrrr http//tco/y9oluoursr
0,10 ich war dadie bahn nicht
0,chaos ersten ranges für pendler zwischen rosenheim und münchen 0416  1101 zugstrecke münchen  rosenheim chaos ersten ranges unerträgliche situation für pendler  © bp eine der vielen zwischenhalte auf freier strecke die züge des meridian derzeit aufgrund der baustellensituation einlegen müssen © b
1,solidarität mit der gdl auf das ihr streik die bahn in die knie zwingt hdgdl
1,kostenlose bahncard 25 für 1 monat auf aktionsgläsern von nutella ab 0806 erhältlich http//tco/2ysuysxlvc
1,re tillsimon heute alles im takt mit der bahn frankfurt musikmesse
0,weichenstörung zwischen forchheim und baiersdorf https//tco/25hs7qwmtw bahn
0,re radio bayern 3 mein mann gelernter justizfachangestellter ist alleinverdiener da ich chronisch krank und arbeitsunfähig bin er bezahlt eine monatliche miete von 820 euro und ernährt uns eine 3 köpfige familie er verdient nicht mehr als eine erzieherin und kann nicht streiken da sonst dinge in den abgrund sinken würden an denen schicksale irgendwelcher familien hängen mein sohn er ist 5 jahre alt geworden geht von 812 uhr in den kindergarten den restlichen tag betreue ich ihn was nicht immer leicht ist mit meiner erkrankung aber es funktioniert auch wenn ich mit ihm zur schon einige monate wegen eines krankheitsschub das haus nicht verlassen kann ich halte von den streikenden erzierherinnen nicht viel da sie meiner meinung nach ausreichend verdienen und nicht das tun was sie behaupten zu tun mein sohn hat bisher verdammt selten etwas gebasteltes nach hause gebracht erzählt niemals von irgendwelchen spielen sagt nur dass sie spielen niemals aber mit den erzieherinnen als ich ihn noch abholen konnte als es mir etwas besser ging spielten die kinder im garten und die erziehreinnen schauten immer zu oft sah ich im flur der innenräume weinende kinder weil sie ihre jacke nicht zubekamen oder erzierhinnen die kinder abschrien weil sie nicht alleine auf toilette wollten und das sah ich obwohl ich nur 510 minuten in der einrichtung war um mein kind abzuholen ich war und bin total aufgewühlt deswegen ich finde beide streiks die der bahn und die der erziehreinnen nicht berechtigt mir tun die mütter leid die arbeiten müssen und zur zeit organisationsprobleme und angst um ihren job haben da habe ich zum glück weniger probleme auch wenn die ganztagsbetreuung als kranke mutter auch nicht gerade leicht ist aber ich habe mich zum muttersein entschieden trotz erkankung genauso wie sich die erzieherinnen für ihren job entschieden haben der gehalt wie auch die arbeitsbedingungen und der lärmpegel sollte ihnen schon vorher bekannt gewesen sein
1,86 solange die bahn so super funktioniert ist selbst das eine alternative öko hin oder her
0,das geschah am 1 oktober jimbaran und in einem restaurant in der urlauberhochburg kuta in die luft 2010  bei protesten gegen das umstrittene infrastrukturprojekt der deutschen bahn “stuttgart 21″ werden bei zusammenstößen zwischen der polizei und
1,re wdr lokalzeit bergisches land update die streckensperrung der s 9 zwischen haltern und wuppertal ist nach auskunft der deutschen bahn wieder aufgehoben die züge fahren wieder regelmäßig
0,heißestes wochenende des jahres  im letzten jahr starben laut dlrg 392 menschen beim schwimmen in deutschland meist in flüssen und seen deutsche bahn mit problemen wegen der großen hitze fielen allein am sonntag bundesweit mindestens 19 fernzüge der deutschen bahn aus zudem
0,re störungen im bahnverkehr 08041407 sbahn münchen stellwerksstörung /ausfall auf der strecke münchenwestkreuz  weßling/obay zwischen harthaus und geisenbrunn /fb
0,preisauskunft nicht möglich ich liebe die deutsche bahn app
1,danke für die info ich würde dann den ic2184 nach rostock nehmen muss ich mir eine icfahrkarte kaufen
0,milliarden für den ice  die bahn eröffnet an diesem mittwoch die teuerste iceschnellstrecke deutschlands sie wird sich nie lohnen bahnkonkurrent hkx will in regionalverkehr einsteigen finanzen  köln dpaafx  die starke konkurrenz der fernbusse und bahn legt einspruch gegen sbahnvergabe in nürnberg ein finanzen  nürnberg dpaafx  die deutsche bahn wehrt sich gegen exporte auf rekordwert von mehr als 100 milliarden euro geklettert finanzen  wiesbaden dpaafx  deutschlands exporte erklimmen trotz der zahlreichen
1,s bahn fahren ist ja so schön gibt nichts besseres
0,verkehr ice bleibt bei frankfurt liegen oberleitung abgerissen  frankfurtammain ein ice mit 250 passagieren hat am dienstag bei frankfurt am main wegen einer herabgerissenen oberleitung auf offener strecke anhalten müssen gegen 1740 uhr wurde der schaden gemeldet wie die bundespolizei berichtete gegen 20 uhr begann laut bah
0,immobilienpreise im sbahngebiet so teuer ist mieten und kaufen im münchner umland mieter und käufer ist es ärgerlich denn durch steigende preise der sbahntickets wird auch das pendeln in die stadt immer teurer
0,re asperger  hfa  inklusion  einer für alle alle für einen  „er liebt zugfahrten aber er kann nicht alleine fahren er braucht eine begleitperson“ sagt dargent „er würde nie dort ankommen wo er hin soll“ dazu muss man eigentlich nicht im autistischen spektrum sein der zustand alleine in dem sich deutsche bahn befindet reicht dafür aus 
1,bald schneller mit der bahn von deutschland nach paris 40 minuten statt wie bisher 6 stunden 20 minuten man kann auch öfter fahren den neuen grenzüberschreitenden fahrplan stellte die regionaldirektion der französischen bahn sncf am mittwoch 30 september
1,re 89 sich eine vergleichsrechnung durchaus lohnt und es sehr wohl auf die auswahl der parameter ankommt klar stimme ich dir absolut zu dass es nutzerprofile gibt in denen batterieautos nicht nur funktionieren streite ich ja garnicht ab ich bezweifel bzw ich verneine die eignung als 11 ersatz für konventionelle kfz ohne einschränkung oder änderung bei der nutzung ferner ist die frage ob es funktioniert eine andere als die frage nach den kosten batterien kosten schon im stehen ordentlich geld sind dafür bei den kilometerkosten günstiger ein batterieauto muss also vor allem viele km abspulen damit der kostenvorteil die hohen anschaffungskosten und ersatzkosten ausgleicht mit der fahrt zum supermarkt schafft man das nicht und für langstrecke ist die technologie für viele zu eingeschränkt die schnittmenge von passt zu meiner nutzung und ist günstiger dürfte entsprechend klein sein welche strecken fährt und hier liegen die allermeisten strecken nun einmal bereits heute im bereich der reichweite aktueller eautos die allermeisten heißt aber auch einige strecken nicht ausserdem bezog ich das auf verbrennungsmotoren für die ist die zu fahrende strecke egal er kommt immer ans ziel ohne mehrstündige ladestopps einen krankentransport zu bestellen als 150km zur oma zu fahren um sie dann ins krankenhaus zu bringen ich meine nicht notfälle zur einlieferung oder zur behandlung sondern zum besuch ein batterieauto wird jeden tag für 8h zur immobilie wenn du von eautos einer inzwischen überholten generation sprichst mag das sein inzwischen geht es deutlich schneller nö ich hab bevor ich die 8h in den raum geworfen habe schon ein wenig nachgeguckt beim bmw 3i wird mit dem mitgelieferten ladekabel eine ladedauer von 8h angegeben für eine schnellere ladung 4h muss ein spezielles ladegerät zugekauft werden dass dann auch nur stationär daheim verfügbar ist von wegen mal schnell vorm supermarkt voll laden wenn ich im stau stehe bin ich absolut unabhängig von der db tolle unabhängigkeit von der bahn natürlich ist das unabhängig von der bahn es mag nciht schneller sein aber wenn es keine bahnverbindung gibt die einzige möglichkeit geht es nicht um eine problemlösung in diesem fall die fahrt zur arbeit die fahrt zur arbeit ist ein aspekt der pkwnutzung und zudem der am besten planbare ein pkw macht aber auch aus dass er in sonderfällen genau so gut funktioniert donnerstag abend musste ich spontan freunde panne abholen hätte ich mit 200km reichweite am tag nicht geschafft heute morgen hab ich freunde zum flughafen gefahren 310km natürlich hätte ich sie an ein taxi bzw den bahn verweisen können aber ich habs gerne gemacht jetzt zielt der beitrag hier eher auf die eignung von batterieautos hinsichtlich der nutzung ab das ist jedoch garnicht der punkt den ich hauptsächlich kritisiere wir haben uns ja oben schon geeinigt dass das individuell betrachtet werden muss auch die kostenfrage ist mir mal egal  ist ja nicht mein geld im kern geht es mir darum dass das konzept von batterieautos so wie es sie heute gibt einfach nicht flächendeckend umsetzbar ist es gibt nichtmal den ansatz einer lösung dafür wie hunderte pkw in den innenstädten zuverlässig geladen werden sollen  ohne festen parkplatz und mit parkplätzen mehrere hundert meter von der wohnung entfernt batterieautos sind heute nur was für leute mit eigenheim und dort sind sie die klassischen zweitwagen  und das hilft dann nicht mal mehr der umwelt
0,wir sind halt legit nur 2minuten weiter gefahren und stehen einfach wieder holy fk macht die bahn mich mad heute
0,hallo sitze im ice 70 nach hamburg stehen seit knapp 20 min in frankfurt und es geht nicht weiter was ist los
1,so ein niedlicher brillenbube im dbreisezentrum heirate mich ✨
0,wie meine bahn hat 10 minuten verspätung na hoffentlich nicht noch mehr sonst wirds knapp
1,es lebe die sbahn oder wie die spanier sagen viva sbahn ja
0,moin habe vor 3 tagen eine stornoanfrage wegen der fahrt muchan gestellt aber keine infodie fahrt findet im sperrzeitraum statt
1,mit der bahn  sehr vorbildlich
1,schneller und öfter nach frankreich bahn beschleunigt die parisstrecke http//tco/21ipzjenre
0,re deutsche bahn personenverkehr gab es keine 60 euro pro person strafe das wäre die korrekte vorgehensweise gewesen plus fahrpreis wenn sie das verhalten unsere kollegin kritisieren bitte bedenken sie wir sind alle nur menschen und vtl hatte die kundenbetreuerin kurz zuvor ein krasses erlebnis fahren sie einfach ganz oft bahn und sie werden sehen das meist alle kundenfreundlich arbeiten also durchschnaufen und gute fahrt
0,statt bahn bus zwischen weißwasser und horka  cottbus görlitz zittau 1 stunde länger lt odeg  der grund https//tc…
1,mitte dezember was sich im preissystem der bahn ändert die gute nachricht vorweg die ganz große ticketpreiserhöhung fällt in diesem jahr aus pünktlich zum fahrplanwechsel kündigt die bahn an was sich in ihrem preissystem ändert http//wwwspiegelde/reise/aktuell/fahrplanwechselwassichimpreissys
1,unser wunsch wird immer öfter wahr gratis wlan im flugzeug im auto in der bahn  https//tco/nfsr2w0eun
0,100 das die straßen genauso unbefahrbar waren wird aber verschwiegen böse bahn wieder https//tco/fyv4vsv4gl
1,re db bahn vielen dank für die schnelle antwort 
1,error
1,ich bin wirklich positiv überrascht seit mehreren tagen klappen abfahrtzeiten und anschlüsse s5 re1 bzw re21
1,bald schneller mit der bahn von deutschland nach paris dpa/lsw  deutschland und frankreich wachsen im schienenverkehr langsam zusammen sncf und db haben ihre zusammenarbeit bis 2020 verlängert straßburg dpa  bahnfahrten zwischen deutschland und frankreich werden ab dem 3
1,best of kw 8 die besten deals der woche diese woche haben wir uns im spezial mit dem sparangebot der bahn beschäftigt die 19€tickets werden auf allen icestrecken bereits seit der 7 kalenderwoche verkauft vergangene woche haben wir für euch etliche deals herausgesucht die sich mit dem angebot kombinieren lassen es ging also in verschiedene deutsche städte werft doch einen blick in unseren sammelartikel  hier findet ihr die passenden bahndeals bspw ein berlineventtrip ab 124€ oder 5luxus in frankfurt am main  im infoartikel zum spezial ging es dieses mal um das sparangebotswirrwarr der deutschen bahn wir haben die angebote für euch einmal strukturiert zusammengefasst damit ihr bei der nächsten bahnfahrt auch nicht ein zu teures ticket kauft zusammenfassung der 8 kalenderwoche bei den gewöhnlichen deals standen diese woche die gutscheine bzw rabattaktionen im vordergrund einige onlineshops starteten in der letzten woche interessante sparaktionen mit dabei die alitalia 20rabattaktion und die 1€tickets von megabus  aber seht selbst nach in unserer kategorie gutscheine  pauschalreisen gab es dafür wenige spektakuläre je zweimal ging es nach florida und in die dominikanische republik beeindruckend waren wiederum die flugdeals einige wie der onewayflug von la nach stockholm für 69 € war allerdings für die meisten leser nicht so spannend schließlich sind die wenigsten in los angelas ansässig für alle die in deutschland leben gab es aber auch schöne flugdeals 4 aktuell noch gültige findet ihr unten aktuelle deals pauschalreisen sommerfamilienurlaub in den alpen 45 tage im 3hotel mit all inclusive  spa ab 139€ 2 kinder bis 11 jahre gratis kanada’s osten erleben 9 tage flydrive toronto flug  mietwagen ab 629€ 5 tage skisafari in den dolomiten im märz 3 hotel inkl halbpension skiguide  wellness ab 189€ 7 tage all inclusive am goldstrand im 4 hotel inkl flügen transfer und zug zum flug ab 267€ 13 tage kreuzfahrttour zum nordkap übernachtung in der innenkabine vollpension und flüge ab 1499€ thailands traumstrände 14 tage pattaya inkl flügen und 3 hotel ab 530€ 7 tage ab 473€ griechenland bei 29 grad im juni 7 tage kos inkl flüge 3hotel frühstück  transfer ab 199€ tuiall inclusive kreta 7 tage im 3hotel flüge transfer  zug zum flug ab 349€ kurztrips costa brava 4 tage im 4hotel in lloret de mar inkl flüge  halbpension ab 135€ mix it budapest 2 übernachtungen im 4 hotel  flüge ab 49€ südtirol erleben 3 tage in einer 4ferienwohnung inkl frühstück  wellness ab 89€ tirol einmal außergewöhnlich 1 nacht im iglu inkl schneeschuhausrüstung fonduedinner  frühstück ab 9650€ lass dich überraschen reise zu ostern für 3 tage in eine europäische metropole inkl flüge  gutes hotel mit frühstück ab 249€ blind booking 4 tage südeuropa valencia rom porto lissabon oder barcelona inkl flügen  gutem hotel ab 179€ eventreise ostseekreuzfahrt überfahrt kopenhagen  warnemünde im september inkl 10€ bordguthaben für 59€ hoteldeals ao hotel gutschein 3 oder 4 tage in einem von 28 hotels in 17 bzw18 städte ab 4450€ wien für die ganze familie übernachtung im 4 apartment für 2 erwachsene  2 kinder für 39€ oder 1950€ pro person flugdeals chinaflüge flüge amsterdam  peking im mai ab 315€ hin und zurück wow air angebot für 138€ von berlin nach island und zurück fliegen mit turkish airlines nach mittel und südamerika aus vielen städten nach bogota und panama city unter 400€ frühbucher flüge von berlin nach los angeles oneway ab 174€ hin und rückflug unter 400€ der beitrag best of kw 8 die besten deals der woche erschien zuerst auf tripdoo 
0,am hauptbahnhof in stuttgart kommt es wegen einer signalstörung noch immer zu verspätungen auf allen am hauptbahnhof in stuttgart kommt es wegen einer signalstörung noch immer zu verspätungen auf allen s bahnlinien﻿ article in stuttgart kommt es auf allen s bahnlinien am freitagmorgen zu größeren verspätungen schuld ist eine signalstörung die allerdings nur fünf minuten dauerte http//wwwstuttgarternachrichtende/inhalts bahninstuttgartsignalstoerungam hauptbahnhof01ce144ac4e14d68ac19f22bcee5069ehtmlutmcontentbuffere01e2utmmediumsocialutmsourceplusgooglecomutmcampaignbuffer
1,die bahn feiert heute einweihung der neuen hochgeschwindigkeitstrasse erfurtleipzig/halle https//tco/mf33quzcaj
0,re christof löning wir sind grosse nordseefans und machen regelmässig urlaub auf den ostfriesischen inseln aus oberbayern müssen hierfür durch ganz deutschland wie reist es sich am bequemsten genau mit der bahn leider nicht in der realität das dritte jahr hintereinander erleben wir die reinste odysee zum bersten überfüllte züge verpasste anschlusszüge ekelerregende toiletten liebes dbteam zum dritten mal hintereinander habt ihr es geschafft die erholung eines ganzen urlaubs innerhalb eines tages zu überfahren mit euch nie wieder
0,bahnchef grube verspricht ende der umgekehrten wagenreihung im zuge ihrer serviceoffensive verspricht die d https//tco/2pmysuzxke
0,kennt ihr das wenn euer zug einfach in hamburg beendet wird ich liebe das leben die deutsche bahn ist so ein toller verein
0,re 30 jahre lindenstrasse die chronik der bahnhof hier hat keinen fahrkartenschalter man kann froh sein wenn man einen fahrkartenautomaten vorfindet um mit der deutschen bahn zu fahren wäre ich auch erstmal ewig unterwegs hier gibt es nur so eine regionalbahn aber danke trotzdem
1,error
1,danke service zumindest zuverlässig
0,ich arbeite an einer uni ich arbeite an einer uni und ich kann über das verhalten unserer studierenden sagen dass ich manchmal echt schockiert bin wohlgemerkt viele sind extrem freundlich nett richtige musterkinder eine andere gruppe allerdings ist unhöflich und rücksichtslos bis zur unverschämtheit wobei man sich fragt wissen die nicht ob man beim betreten eines fremden büros guten tag sagt sind sie taubstumm oder wollen sie tatsächlich nicht da läßt man die schweren glastüren dem nachfolgenden direkt vor den kopf knallen und wird noch aggressiv wenn der den kopf schüttelt da drängen sich die studierenden in der bahn als erstes rein wie die schulkinder um sich auf die freien plätze zu schmeißen  ungeachtet ob noch opa mit krücken oder oma mit einkaufstaschen kommen viele haben einfach keine rücksichtnahme mehr gelernt sondern das ich zuerst schon perfekt verinnerlicht sie bringen es auch zu einer absoluten meisterschaft darin nur zu den menschen höflich zu sein die karrieretechnisch wichtig werden könnten während alle anderen bestenfalls ignoriert werden ich denke dann nur jedesmal hoffentlich benehmen sich meine kinder nicht so wenn ich nicht dabei bin
1,mit auto wäre es schon bequemer und einfacher aber ich komme überall gut mit bus  bahn hin
1,ende des gdlstreiks was bahnreisende wissen müssen http//tco/qiaiwjvkdg dienachrichten spiegel
0,der zug ist in tübingen los gefahren und da ist quasi die kacke schon am dampfen  https//tco/rutxxtev0q
0,owly evgstreiksnichtausgeschlossen deutschlandfunk evg streiks nicht ausgeschlossen  im tarifstreit mit der deutschen bahn droht nun auch die eisen http//tco/xwjxrqzagk im tarifstreit mit der deutschen bahn droht nun auch die eisenbahn und verkehrsgewerkschaft mit streiks wenn es bei den heutigen gesprächen zu keinem ergebnis komme werde man die arbeit niederlegen sagte evgchef kirchner der passauer neuen presse die von der bahn angebotenen 47 prozent mehr…
1,tipp bahnstreik beendet  so storniert man fernbus und mietwagen richtig http//tco/oq44qvlsww
1,re die schönste und lustigste tierseite 100 gewaltfrei ich mach den korb ans halsband so trägt er einenbei der bahn wird dies akzeptiert
1,oh ne neue abfertigungsansage bei der s bahn endlich kein sinnloses redundantes »bitte nicht mehr einsteigen« bitte so lassen
1,deutsche bahn gdl beendet bahnstreik http//tco/9j1suwdxjw
0,ach herrje wie schrecklich ach herrje  wie schrecklich reservierungszettel  kdu sonntag 31 januar 2016 1719 vor 5 minuten  moonglum das soetwas überhaupt möglich ist  und dann 45 ich saß auch schon mal in einer sbahn die fehlgeleitet wurde zum glück wurden deine geliebten ec bisher nicht fehlgeleitet ich gehe davon aus das du niemals einen fehler machst und immer alles zu 100 korrekt macht und alle deine entscheidungen richtig sind wenn nicht dann soll dich das nächste mal der blitz treffen pedantische grüße andreas
1,kostenlose bahncard 25 für 1 monat auf aktionsgläsern von nutella ab 0806 erhältlich maxger werd ich mir holen obwohl im nutella palmfett enthalten ist ich mach ne ausnahme kannst es ja wegschmeißen ich brauch auch nur den code ich mag das deutsche nutella nicht
1,bahn fahren mit fenster offen ist geil http//tco/yau6wkwq5j
1,vielen dank für die info
0,danke für die info die die db nicht ermitteln konnte
1,wlantogo ja das wird alles klappen auf dieser karte kann man schauen wo es überall hotspots in der nähe befinden http//bitly/1g0bz17  interessant vor allem die hotspots auf icestrecken und die fonhotspots im ausland wünsche auf jeden fall schon einmal viel spaß thcfragestellen rating 000
0,hoch „annelie“ nimmt anlauf für den hitzerekord  die gestrandeten fahrgäste konnten einen ersatzzug nehmen im berufsverkehr war in zwei zügen der von vielen pendlern benutzten regionalbahn re 1 schluss fahrgäste mussten in duisburg und düsseldorf aussteigen im nahverkehr wurden wegen brütender
1,deutsche bahn plant spektakuläre ticketneuerung https//tco/lbkc57tp8c
1,bessere anbindung der teltowregion  land prüft sechs neue bahntrassen bessere anbindung der teltowregion  land prüft sechs neue bahntrassen von enrico bellin im herbst soll klar sein wie die tksregion angebunden werden soll cdu fordert schnelles handeln region teltow  pendler in der teltower region könnten künf
0,die polizei hat sogar den bahn verkehr kurzweilig gesperrt da es einfach zu viele menschen auf den bahnhöfen rund um den hafen waren
0,tödlicher unfall mann springt aus fahrender sbahn und stirbt https//tco/yulnjf1ibi
0,ich bin gespannt ob dich die bahn diesmal rauslässt oder wieder eine ehrenrunde dreht
0,auf opfer eingetreten polizei fahndet nach diesen sbahnschlägern https//tco/ohqoynt84v … https//tco…
1,holiday inn express düsseldorfcity am start im zimmerpreis inbegriffen  der hotelneubau am wehrhahn befindet sich nur wenige gehminuten von der stadtmitte entfernt und verfügt über eine hervorragende straßenbahn und sbahnanbindung „unser hotel ist für geschäftsreisende und touristen
1,spezial neue bahnstrecke erfurthalle/leipzig aktuell erfurtleipzig/halle  bahn feiert fertigstellung der icestrecke reisende können die neue icestrecke zwischen erfurt leipzig und halle ab sonntag nutzen  heute feiert die bahn die fertigstellung zunächst mit sonderfahrten zu einem fest
0,ein ticketkauf ist über die app und bahnde für diese verbindung nicht möglich /ni
1,bin wenigstens schon froh dass nicht mehr gest bin wenigstens schon froh dass nicht mehr gestreikt wird ich mache mich übermorgen wieder auf die reise hoffe in der bahn mit klimaanlage soll ja sooo heiss werden gefällt mir gefällt mir
0,störungen im ruhrgebiet hatten möglicherweise müsse für die reparatur der bahnhof mülheim im tagesverlauf für etwa eine stunde für züge gesperrt werden sagte ein bahnsprecher
1,pläne zum bahnhofsumbau niedernhausen  red die db stationservice ag plant gemeinsam mit der gemeinde niedernhausen und dem rheinmainverkehrsverbund rmv ab 2016 die modernisierung und den barrierefreien umbau des bahnhofs
1,streiks bei der bahn werden heute um 19 uhr beendet http//tco/r11nefy4tf
1,sitze in der sbahn links bayerwerk rechts bayerwerk das wirkt total beruhigend wirklich
1,error
1,re db bahn ein glück der streik ist beendet  ich hoffe dass bis morgen die züge wieder planmäßig fahren 
0,fahr doch bitte schneller bahn 
0,woran liegt es denn dass täglich diese großen verspätungen sind es sollte sich mal ernsthaft einer um das problem kümmern
1,kein streik in der urlaubszeit einigung im bahntarifkonflikt http//tco/exiik6ygez bahnstreik deutschebahn reisen
1,rabattkrank antwort rabattkrank gum  montag 03 august 2015 1127 vor 4 minuten vor längerer zeit habe ich es ja schon mal in ähnlichem zusammenhang geschrieben manche aktion der bahn ist ein echtes geschenk und eine nette geste zur rückgewinnung von kunden wenn ihr jetzt geschenk 1 samstagsmitfahrer kostenlos und geschenk 2 ein upsellinggutschein dann plötzlich für 2 personen kombinieren wollt dann ist dies für mich rabattkrank ein supermarktinhabver ließ sich vor langer zeit mal zitieren dass rabatte wie drogen wären da kann ich nur hinzufügen sie haben zerstörerische wirkung heute früh gab es in einem zug der produktgruppe c etwas ähnliches lange vor 09 uhr fuhr jemand mit einem ab 09 uhrticket das werde ich nicht verstehen weil die entsprechenden produkte ja schon seit 10 jahren auf dem markt sind sicherheitshinweis lassen sie ihre politiker nicht unbeaufsichtigt security advice donapost leave your politicians unattended
1,oh na ich hoffe da tut sich noch was meine bahn ist voll aber nicht überfüllt 
0,gleisbauarbeiten in der nacht  s 12 zwischen hennef und köln messe/deutz fällt aus in der nacht auf mittwoch führt die deutsche bahn
1,na das ist ja mal eine ansage ich freu mich drauf  freewififoreverybody
1,einigung im bahntarifkonflikt keine streiks mehr schlaglichter  einigung im bahntarifkonflikt  keine streiks mehr 1 juli 2015 1355 berlin dpa  pendler und fernreisende können aufatmen die schlichtung im tarifkonflikt bei der deutschen bahn ist gelungen nach einem jahr streit haben der
0,re tortuga lina lomzwerg die freiheit so spontan zu sein wie man will mit der my bahncard 50 für alle unter 27 die noch keine bahn card besitzen für nur 69 euro immer 50  auf den normalpreis sparen jetzt online bestellen und unsere kunden die zwar schon jahre lang treue bahncard kunden und auch unter 27 sind tja die haben pech gehabt  warum hm ein zu hoher verwaltungsaufwand vielleicht oder einfach das prinzip ach ne es gibt ja auch mehr geld wenn wir dieses lockangebot nur den menschen zugänglich machen die noch gar nicht an uns zahlen mehrgewinn und so alter trick sorry leute 
1,fernzüge erst samstag wieder nach fahrplan  nach ende des lokführerstreiks werden die fernzüge der bahn erst am samstag wieder nach dem normalen fahrplan fahren bis freitag gelte für ices und intercitys vorerst weiter der ersatzfahrplan es würden aber zusätzliche züge eingesetzt sagte ba
0,fehler auf der onlineauskunft bahn in belgershain durch sev auf gleis 1 statt gleis 2 bitte ändern
0,fahrplan nicht mehr zu halten werde wieder zu früh ankommen bahn
0,auskunft leider falsch fuhr grad eine rb ab wegen bahn sehe ich heute zum xmal diese woche meinen sohn abends nicht mehr wach
0,re maischberger wozu denn was geht uns die pressefreiheit in der türkei an  schaut euch mal den datenschutz bei uns nix nsa an  der fahrdienstleiter bahnunglück aibling  wurde angeklagt weil er zur unfallzeit gespielt hat   also verbindungsdaten  entgegen des datenschutzes auch inhalte werden gespeichert  sowie jeder einzelne knopfdruck  dann kann man ihm nachweisen daß er schuldig ist  das bedeutet  daß jeder pfurz eines jeden handybesitzers rund um die uhr bis ins kleinste detail gespeichert wird  auf der anderen seite hätte eine programmzeile im betriebssystem der bahn ausgereicht  die alarm gemeldet hätte  daß 2 züge aufeinander zu fahren  was wäre wenn der fahrdienstleidter zb ohnmächtig gewesen wäre  da trifft die bahn eine große mitschuld 
1,das ist nett während ich schlief hat mir der zugbegleiter m/w einen keks hingelegt bahn http//tco/vss3ujey6e
1,roundup 2 einigung im bahntarifkonflikt keine streiks mehr berlin dpaafx  pendler und fernreisende können aufatmen die schlichtung im tarifkonflikt bei der deutschen bahn ist gelungen nach einem jahr streit haben der konzern und die lokführergewerkschaft gdl einen tarifkompromiss erzielt damit sind
